sequence_id,xgb1_probability,xgb2_probability,xgb1_prediction,xgb2_prediction,final_prediction,final_confidence
ECK125203425 YHJRP REVERSE 3696364 SIGMA70 STRONG,0.9937505,0.99152327,1,1,1,0.9937505
ECK125145772 YHJXP REVERSE 3712043 SIGMA70 STRONG,0.7833298,0.31147856,1,0,1,0.7833298
ECK120010706 YIAJP REVERSE 3742618 SIGMA70 STRONG,0.62481886,0.59580076,1,1,1,0.62481886
ECK120010752 YIAKP FORWARD 3742674 SIGMA70 STRONG,0.98525083,0.941329,1,1,1,0.98525083
ECK125203417 YIBNP REVERSE 3785195 SIGMA70 STRONG,0.68701553,0.12787232,1,0,1,0.68701553
ECK125109810 YIHIP FORWARD 4051308 SIGMA70 STRONG,0.9929663,0.96931106,1,1,1,0.9929663
ECK125137950 YIHLP4 FORWARD 4060419 SIGMA70 STRONG,0.8488057,0.88225114,1,1,1,0.88225114
ECK120010774 YJEFP1 FORWARD 4393677 SIGMA70 STRONG,0.99826694,0.89461154,1,1,1,0.99826694
ECK120010775 YJEFP2 FORWARD 4393937 SIGMA70 STRONG,0.9824059,0.97395736,1,1,1,0.9824059
ECK120049216 YJEVP FORWARD 4392736 SIGMA70 STRONG,0.22116451,0.61963356,0,1,1,0.61963356
ECK120034380 YJJQP FORWARD 4603319 SIGMA70 STRONG,0.9986185,0.99947053,1,1,1,0.99947053
ECK125138124 YJJXP5 REVERSE 4633773 SIGMA70 STRONG,0.98380035,0.78626823,1,1,1,0.98380035
ECK125095198 YJJZP FORWARD 4605777 SIGMA70 STRONG,0.9997002,0.9672276,1,1,1,0.9997002
ECK125095433 YKGRP REVERSE 313285 SIGMA70 STRONG,0.95718175,0.8522524,1,1,1,0.95718175
ECK125136788 YMFJP10 REVERSE 1202184 SIGMA70 STRONG,0.9860032,0.5765105,1,1,1,0.9860032
ECK125203422 YMIAP FORWARD 1335090 SIGMA70 STRONG,0.98418105,0.9572814,1,1,1,0.98418105
ECK125136980 YNEJP5 FORWARD 1614780 SIGMA70 STRONG,0.9690196,0.8122226,1,1,1,0.9690196
ECK125108720 YNEMP FORWARD 1622588 SIGMA70 STRONG,0.95021516,0.81872994,1,1,1,0.95021516
ECK120010974 YNFEP FORWARD 1658003 SIGMA70 STRONG,0.9952142,0.9940562,1,1,1,0.9952142
ECK120034389 YOAEP REVERSE 1901772 SIGMA70 STRONG,0.64119136,0.5088281,1,1,1,0.64119136
ECK125095434 YOBFP1 REVERSE 1907793 SIGMA70 STRONG,0.9967589,0.97226936,1,1,1,0.9967589
ECK120030204 YRBGP FORWARD 3340211 SIGMA70 STRONG,0.9331199,0.5101923,1,1,1,0.9331199
ECK120015956 ZINTP FORWARD 2041346 SIGMA70 STRONG,0.9660831,0.97208226,1,1,1,0.97208226
ECK120010036 ZNTAP FORWARD 3606422 SIGMA70 STRONG,0.99577856,0.97518253,1,1,1,0.99577856
ECK120010035 ZNUCP FORWARD 1942634 SIGMA70 STRONG,0.9984792,0.9904964,1,1,1,0.9984792
ECK120010259 ZWFP REVERSE 1936376 SIGMA70 STRONG,0.73651487,0.8500845,1,1,1,0.8500845
ECK125135056 AAERP FORWARD 3389496 STRONG,0.99919134,0.9982663,1,1,1,0.99919134
ECK125135055 AAEXP REVERSE 3389430 STRONG,0.67344666,0.98722607,1,1,1,0.98722607
ECK125203427 ACCAP2 FORWARD 208326 STRONG,0.929972,0.8577146,1,1,1,0.929972
ECK125203428 ACCBP2 FORWARD 3405172 STRONG,0.99394506,0.9747551,1,1,1,0.99394506
ECK120034214 ACNAP3 FORWARD 1335827 STRONG,0.6553985,0.17809774,1,0,1,0.6553985
ECK120034394 ACNBP2 FORWARD 131564 STRONG,0.50777155,0.9581857,1,1,1,0.9581857
ECK120010778 ADIYP REVERSE 4338042 STRONG,0.9959156,0.9518233,1,1,1,0.9959156
ECK120015381 AGPP FORWARD 1065559 STRONG,0.8109223,0.9908702,1,1,1,0.9908702
ECK125160648 AGRAP FORWARD 3648063 STRONG,0.98212284,0.9890844,1,1,1,0.9890844
ECK125160649 AGRBP FORWARD 3648294 STRONG,0.99124557,0.9644191,1,1,1,0.99124557
ECK120010371 ALASP REVERSE 2822090 STRONG,0.97971743,0.9874889,1,1,1,0.9874889
ECK120015391 ALLAP FORWARD 532390 STRONG,0.99586797,0.9896819,1,1,1,0.99586797
ECK120015392 ALLSP REVERSE 532300 STRONG,0.35632506,0.75202715,0,1,1,0.75202715
ECK120034362 ALRP1 FORWARD 4265589 STRONG,0.6638014,0.8978248,1,1,1,0.8978248
ECK120034363 ALRP2 FORWARD 4265652 STRONG,0.58395517,0.65807676,1,1,1,0.65807676
ECK120010346 AMNP1 FORWARD 2055031 STRONG,0.98848104,0.990524,1,1,1,0.990524
ECK125135024 AMPD FORWARD 118703 STRONG,0.9624474,0.98196316,1,1,1,0.98196316
ECK120034406 AMPHP1 REVERSE 396363 STRONG,0.9965192,0.9364025,1,1,1,0.9965192
ECK120034407 AMPHP2 REVERSE 396319 STRONG,0.9973483,0.99716455,1,1,1,0.9973483
ECK120010377 ANSBP1 REVERSE 3100790 STRONG,0.99134916,0.9760356,1,1,1,0.99134916
ECK120010072 APAGP REVERSE 52034 STRONG,0.98893565,0.94606733,1,1,1,0.98893565
ECK120034317 ARCBP REVERSE 3353049 STRONG,0.99764997,0.98789924,1,1,1,0.99764997
ECK120033251 ARCZP FORWARD 3350577 STRONG,0.99314004,0.9931896,1,1,1,0.9931896
ECK120009881 ARGPP FORWARD 3059730 STRONG,0.7873442,0.47441542,1,0,1,0.7873442
ECK120010389 ARGRP2 FORWARD 3384602 STRONG,0.99160624,0.9831297,1,1,1,0.99160624
ECK125165406 AROLP2 FORWARD 406355 STRONG,0.9943967,0.992262,1,1,1,0.9943967
ECK120010300 ASNBP REVERSE 699222 STRONG,0.6238603,0.42582986,1,0,1,0.6238603
ECK120034193 ASNSP REVERSE 989044 STRONG,0.9971686,0.39683947,1,0,1,0.9971686
ECK120010311 ASPCP REVERSE 985743 STRONG,0.9956298,0.99043137,1,1,1,0.9956298
ECK120015413 ASPSP REVERSE 1950617 STRONG,0.9999181,0.98998976,1,1,1,0.9999181
ECK120034251 ASPSP1 REVERSE 1950701 STRONG,0.99108034,0.4385006,1,0,1,0.99108034
ECK120010416 ATPBP1 REVERSE 3922270 STRONG,0.5653129,0.7159427,1,1,1,0.7159427
ECK120034333 AVTAP FORWARD 3739674 STRONG,0.9368437,0.98358077,1,1,1,0.98358077
ECK120015158 BDMP REVERSE 1556340 STRONG,0.33502084,0.5628801,0,1,1,0.5628801
ECK120034280 BEPAP2 FORWARD 2616026 STRONG,0.9876779,0.9904889,1,1,1,0.9904889
ECK120010045 BGLGP REVERSE 3906697 STRONG,0.9750328,0.9128078,1,1,1,0.9750328
ECK125165401 BGLGP2 REVERSE 3906717 STRONG,0.9344575,0.81888676,1,1,1,0.9344575
ECK125135057 BIOHP REVERSE 3544858 STRONG,0.53680146,0.65839964,1,1,1,0.65839964
ECK120051396 BLRP FORWARD 1704512 STRONG,0.99189067,0.7536279,1,1,1,0.99189067
ECK120015398 BORDP REVERSE 578921 STRONG,0.9837515,0.9903204,1,1,1,0.9903204
ECK120034411 BRNQP FORWARD 419488 STRONG,0.82305074,0.7106669,1,1,1,0.82305074
ECK120010027 CDARP FORWARD 182447 STRONG,0.9815182,0.9454445,1,1,1,0.9815182
ECK120010428 CDHPFORWARD 4109907 STRONG,0.95935327,0.9699894,1,1,1,0.9699894
ECK120010651 CHBBP REVERSE 1821726 STRONG,0.99840873,0.99140525,1,1,1,0.99840873
ECK125095196 CHIPP FORWARD 708236 STRONG,0.9725999,0.9225495,1,1,1,0.9725999
ECK120034438 CITCP1 REVERSE 651952 STRONG,0.07846368,0.60709316,0,1,1,0.60709316
ECK125095193 CITCP2 REVERSE 652039 STRONG,0.84337014,0.7981793,1,1,1,0.84337014
ECK120010539 CLPAP3 FORWARD 923210 STRONG,0.0769996,0.6038172,0,1,1,0.6038172
ECK120010513 CLPPP2 FORWARD 456646 STRONG,0.29417843,0.6161484,0,1,1,0.6161484
ECK120010623 CLSAP REVERSE 1308673 STRONG,0.9953961,0.98884636,1,1,1,0.9953961
ECK120034198 CLSCP FORWARD 1106292 STRONG,0.9973416,0.9887052,1,1,1,0.9973416
ECK120010718 CMRP FORWARD 883649 STRONG,0.9114133,0.9605849,1,1,1,0.9605849
ECK120035112 CMRP2 FORWARD 883569 STRONG,0.9042392,0.69556504,1,1,1,0.9042392
ECK120034943 COAAP REVERSE 4175107 STRONG,0.99712557,0.9783936,1,1,1,0.99712557
ECK125135036 COMRP REVERSE 1168844 STRONG,0.26106048,0.686067,0,1,1,0.686067
ECK120034301 CPTBP REVERSE 3041099 STRONG,0.9994567,0.99794453,1,1,1,0.9994567
ECK120034937 CREDP FORWARD 4638160 STRONG,0.983441,0.9743128,1,1,1,0.983441
ECK120030656 CRPP2 FORWARD 3486031 STRONG,0.20183873,0.5678814,0,1,1,0.5678814
ECK120010358 CRRP2 FORWARD 2535480 STRONG,0.9421826,0.88286084,1,1,1,0.9421826
ECK120010104 CSPBP REVERSE 1641715 STRONG,0.99354327,0.5618848,1,1,1,0.99354327
ECK120010105 CSPGP FORWARD 1051305 STRONG,0.98863435,0.8986156,1,1,1,0.98863435
ECK120010103 CSPIP REVERSE 1638812 STRONG,0.97573835,0.46118042,1,0,1,0.97573835
ECK125145773 CSPIP2 REVERSE 1638712 STRONG,0.67293257,0.12605228,1,0,1,0.67293257
ECK120010046 CSRCP FORWARD 4051036 STRONG,0.9966723,0.96509373,1,1,1,0.9966723
ECK120009947 CUEOP FORWARD 137045 STRONG,0.9321041,0.7757154,1,1,1,0.9321041
ECK120010352 CVPAP2 REVERSE 2430770 STRONG,0.90704626,0.56163615,1,1,1,0.90704626
ECK120030658 CYAAP1 FORWARD 3990790 STRONG,0.82589775,0.81831473,1,1,1,0.82589775
ECK120034374 CYCAP FORWARD 4429780 STRONG,0.999767,0.9865442,1,1,1,0.999767
ECK120010401 CYSEP REVERSE 3782681 STRONG,0.9069079,0.44134977,1,0,1,0.9069079
ECK120034275 CYSKP2 FORWARD 2532344 STRONG,0.7663132,0.96407074,1,1,1,0.96407074
ECK120020516 CYSSP FORWARD 554577 STRONG,0.9783051,0.9655477,1,1,1,0.9783051
ECK125165405 DCUAP2 REVERSE 4366951 STRONG,0.99201125,0.9894834,1,1,1,0.99201125
ECK120010034 DCUBP2 REVERSE 4349091 STRONG,0.7347881,0.8216868,1,1,1,0.8216868
ECK120034253 DCYDP REVERSE 1999508 STRONG,0.9739677,0.7990409,1,1,1,0.9739677
ECK120034319 DEGQP1 FORWARD 3380654 STRONG,0.9524168,0.96529526,1,1,1,0.96529526
ECK120034359 DGKAP FORWARD 4256608 STRONG,0.99883264,0.99887305,1,1,1,0.99887305
ECK125135061 DGKAP1 FORWARD 4256457 STRONG,0.9973151,0.9569849,1,1,1,0.9973151
ECK120030651 DGTP1 FORWARD 179196 STRONG,0.9148311,0.8214124,1,1,1,0.9148311
ECK120030652 DGTP2 FORWARD 179214 STRONG,0.9500107,0.9345869,1,1,1,0.9500107
ECK120035102 DINDP FORWARD 3817699 STRONG,0.54981655,0.21458991,1,0,1,0.54981655
ECK120010411 DNAAP1 REVERSE 3883961 STRONG,0.99970835,0.9962153,1,1,1,0.99970835
ECK120034361 DNABP FORWARD 4264283 STRONG,0.901039,0.2125374,1,0,1,0.901039
ECK120010287 DNAQP2 FORWARD 236017 STRONG,0.45461798,0.62289333,0,1,1,0.62289333
ECK120016946 DNATP REVERSE 4601615 STRONG,0.96926796,0.6901111,1,1,1,0.96926796
ECK120030216 DNAXP FORWARD 492056 STRONG,0.9794404,0.86267084,1,1,1,0.9794404
ECK125095195 DPIBP2 FORWARD 652172 STRONG,0.9995204,0.992577,1,1,1,0.9995204
ECK125135045 DUSCP REVERSE 2230395 STRONG,0.776313,0.7484605,1,1,1,0.776313
ECK120034311 EBGRP FORWARD 3221437 STRONG,0.99563897,0.9876709,1,1,1,0.99563897
ECK120034296 ENOP6 REVERSE 2908018 STRONG,0.6036519,0.98794913,1,1,1,0.98794913
ECK120034370 EPMAP FORWARD 4382618 STRONG,0.9847147,0.9789665,1,1,1,0.9847147
ECK120020517 ERPAP FORWARD 176561 STRONG,0.9952791,0.72832125,1,1,1,0.9952791
ECK125160782 FABHP FORWARD 1148516 STRONG,0.9986939,0.9355925,1,1,1,0.9986939
ECK125203429 FABIP REVERSE 1351121 STRONG,0.95994663,0.1724066,1,0,1,0.95994663
ECK125109866 FADHP FORWARD 3231624 STRONG,0.99604875,0.991939,1,1,1,0.99604875
ECK120034287 FFHP REVERSE 2747853 STRONG,0.8649282,0.07431196,1,0,1,0.8649282
ECK120010504 FIMBP2 FORWARD 4540667 STRONG,0.94226855,0.9411892,1,1,1,0.94226855
ECK120010509 FKPAP2 REVERSE 3477499 STRONG,0.7905406,0.8978325,1,1,1,0.8978325
ECK120010354 FLKP FORWARD 2437912 STRONG,0.95174885,0.96745145,1,1,1,0.96745145
ECK120009880 FLDAP REVERSE 711521 STRONG,0.9945614,0.992935,1,1,1,0.9945614
ECK120034255 FLUP1 FORWARD 2071474 STRONG,0.28999722,0.7190849,0,1,1,0.7190849
ECK120034422 FOLDP REVERSE 557781 STRONG,0.9748243,0.8829367,1,1,1,0.9748243
ECK120033245 FTSLP1 FORWARD 90688 STRONG,0.26229703,0.69640726,0,1,1,0.69640726
ECK120010551 FTSZP2 FORWARD 105045 STRONG,0.2776746,0.8193477,0,1,1,0.8193477
ECK120010552 FTSZP3 FORWARD 104693 STRONG,0.99565494,0.9935726,1,1,1,0.99565494
ECK120010553 FTSZP4 FORWARD 104636 STRONG,0.996644,0.9917596,1,1,1,0.996644
ECK120035126 GADWP1 REVERSE 3664651 STRONG,0.98485607,0.99248886,1,1,1,0.99248886
ECK120035127 GADWP2 REVERSE 3664781 STRONG,0.7606957,0.8122984,1,1,1,0.8122984
ECK120010033 GALEP3 REVERSE 792177 STRONG,0.9966775,0.95017624,1,1,1,0.9966775
ECK120034260 GALFP REVERSE 2114351 STRONG,0.9960835,0.97059524,1,1,1,0.9960835
ECK120015383 GALUP FORWARD 1291405 STRONG,0.95667034,0.8466699,1,1,1,0.95667034
ECK125109859 GLNDP REVERSE 188655 STRONG,0.5833626,0.97804046,1,1,1,0.97804046
ECK120010307 GLNHP1 REVERSE 848198 STRONG,0.98309016,0.99715686,1,1,1,0.99715686
ECK120010302 GLNSP1 FORWARD 706060 STRONG,0.61418897,0.25399855,1,0,1,0.61418897
ECK120010712 GLPEP REVERSE 3561849 STRONG,0.91351914,0.83718306,1,1,1,0.91351914
ECK120010713 GLPGP REVERSE 3561480 STRONG,0.8865893,0.5392144,1,1,1,0.8865893
ECK120010715 GLPRP2 REVERSE 3560756 STRONG,0.9647203,0.7886669,1,1,1,0.9647203
ECK120034400 GMHBP FORWARD 222806 STRONG,0.94334894,0.1413445,1,0,1,0.94334894
ECK120034230 GNSBP REVERSE 1637846 STRONG,0.93834406,0.97379005,1,1,1,0.97379005
ECK120010054 GNTTP2 FORWARD 3546446 STRONG,0.9993457,0.9836797,1,1,1,0.9993457
ECK120010760 GRXAP REVERSE 890776 STRONG,0.9582576,0.28605962,1,0,1,0.9582576
ECK120030210 GSPCP1 FORWARD 3455482 STRONG,0.99900466,0.99796885,1,1,1,0.99900466
ECK120034306 GSSP REVERSE 3138610 STRONG,0.9996793,0.9991105,1,1,1,0.9996793
ECK120034433 GSTBP REVERSE 880519 STRONG,0.24009117,0.60378104,0,1,1,0.60378104
ECK120015165 HCARP REVERSE 2668964 STRONG,0.17810659,0.6423743,0,1,1,0.6423743
ECK120010106 HCPPREVERSE 913845 STRONG,0.7022728,0.65313905,1,1,1,0.7022728
ECK120034234 HDHAP REVERSE 1698122 STRONG,0.8034242,0.8507196,1,1,1,0.8507196
ECK120010321 HEMAP2 FORWARD 1263583 STRONG,0.98908573,0.9876173,1,1,1,0.98908573
ECK120010747 HLYEP REVERSE 1230466 STRONG,0.9924737,0.9870301,1,1,1,0.9924737
ECK120034379 HOLDP FORWARD 4607781 STRONG,0.9965803,0.99895823,1,1,1,0.99895823
ECK120010726 HUPAP FORWARD 4200176 STRONG,0.9843285,0.94232655,1,1,1,0.9843285
ECK120010727 HUPBP1 FORWARD 461442 STRONG,0.77550876,0.7771172,1,1,1,0.7771172
ECK120010518 HYPBP FORWARD 2850839 STRONG,0.9970289,0.99867815,1,1,1,0.99867815
ECK120034431 IAAAP FORWARD 866537 STRONG,0.99237365,0.99040717,1,1,1,0.99237365
ECK125145774 IBAGP REVERSE 3336833 STRONG,0.9899038,0.6969927,1,1,1,0.9899038
ECK120010014 ICLRP REVERSE 4223652 STRONG,0.67269796,0.8508641,1,1,1,0.8508641
ECK120010039 IDNDP REVERSE 4494435 STRONG,0.35553873,0.896819,0,1,1,0.896819
ECK120010421 ILVAP FORWARD 3955235 STRONG,0.26145956,0.65503824,0,1,1,0.65503824
ECK120010420 ILVEP3 FORWARD 3952388 STRONG,0.9116567,0.9397482,1,1,1,0.9397482
ECK120010279 ILVIP2 FORWARD 85540 STRONG,0.51984864,0.3522388,1,0,1,0.51984864
ECK120010331 INFCP REVERSE 1801346 STRONG,0.9996145,0.99612063,1,1,1,0.9996145
ECK120034252 INSA-5P REVERSE 1979226 STRONG,0.848296,0.45738238,1,0,1,0.848296
ECK120034205 IRAMP REVERSE 1212090 STRONG,0.9799487,0.94695324,1,1,1,0.9799487
ECK120034408 IRAPP2 FORWARD 401363 STRONG,0.9702912,0.91739285,1,1,1,0.9702912
ECK120034398 ISPUP1 FORWARD 194784 STRONG,0.9929652,0.975311,1,1,1,0.9929652
ECK120034341 KUPP1 FORWARD 3931103 STRONG,0.8681494,0.95074946,1,1,1,0.95074946
ECK120010291 LACIP REVERSE 367538 STRONG,0.66278994,0.71435463,1,1,1,0.71435463
ECK120010041 LACZP2 REVERSE 366365 STRONG,0.8197454,0.9134779,1,1,1,0.9134779
ECK120030795 LDRDP REVERSE 3700272 STRONG,0.99648726,0.985365,1,1,1,0.99648726
ECK120034191 LDTDP FORWARD 980931 STRONG,0.9984706,0.9955545,1,1,1,0.9984706
ECK125160647 LEUEP REVERSE 1880800 STRONG,0.98846287,0.9982374,1,1,1,0.9982374
ECK125141557 LEULP2 REVERSE 84024 STRONG,0.98651636,0.99217117,1,1,1,0.99217117
ECK125141555 LEUOP1 FORWARD 84154 STRONG,0.9086957,0.44259968,1,0,1,0.9086957
ECK125141556 LEUOP2 FORWARD 84304 STRONG,0.96574134,0.9835549,1,1,1,0.9835549
ECK120034426 LIPAP REVERSE 660301 STRONG,0.9962709,0.9590695,1,1,1,0.9962709
ECK120010555 LIVKP2 REVERSE 3597730 STRONG,0.7175904,0.8685498,1,1,1,0.8685498
ECK120010328 LPP FORWARD 1757383 STRONG,0.9986953,0.98486763,1,1,1,0.9986953
ECK120034392 LPXCP2 FORWARD 106530 STRONG,0.99251854,0.8520888,1,1,1,0.99251854
ECK120009843 LPXLP REVERSE 1116709 STRONG,0.9789756,0.35473284,1,0,1,0.9789756
ECK120034185 LTAEP REVERSE 909320 STRONG,0.9968592,0.94302946,1,1,1,0.9968592
ECK120035129 LUXSP2 REVERSE 2814816 STRONG,0.64832366,0.53500825,1,1,1,0.64832366
ECK120010078 MALZP FORWARD 422495 STRONG,0.19862013,0.88162214,0,1,1,0.88162214
ECK120034440 MARCP REVERSE 1618941 STRONG,0.97101235,0.9822772,1,1,1,0.9822772
ECK120034404 MATCP2 REVERSE 310076 STRONG,0.7665507,0.9816751,1,1,1,0.9816751
ECK120034195 MATPP FORWARD 1018459 STRONG,0.9958762,0.99223435,1,1,1,0.9958762
ECK120010734 MAZEP1 REVERSE 2911368 STRONG,0.99960726,0.9648433,1,1,1,0.99960726
ECK120010735 MAZEP2 REVERSE 2911355 STRONG,0.66404873,0.9165773,1,1,1,0.9165773
ECK125141453 MCASP REVERSE 1405751 STRONG,0.8923532,0.6553079,1,1,1,0.8923532
ECK125095190 MDHP2 REVERSE 3384470 STRONG,0.98203,0.9786209,1,1,1,0.98203
ECK120034267 MEPSP FORWARD 2269920 STRONG,0.9680769,0.8751136,1,1,1,0.9680769
ECK125165404 MEPSP2 FORWARD 2269811 STRONG,0.99961495,0.9988457,1,1,1,0.99961495
ECK120015428 METEP FORWARD 4012884 STRONG,0.7326855,0.8235032,1,1,1,0.8235032
ECK120010433 METJP1 REVERSE 4128558 STRONG,0.9136459,0.9183402,1,1,1,0.9183402
ECK120015429 METRP1 REVERSE 4012855 STRONG,0.932695,0.98813033,1,1,1,0.98813033
ECK120010640 MGRBP REVERSE 1908792 STRONG,0.9694063,0.9713699,1,1,1,0.9713699
ECK120034196 MGSAP REVERSE 1027041 STRONG,0.9913669,0.981964,1,1,1,0.9913669
ECK120034339 MIOCP REVERSE 3926475 STRONG,0.9032099,0.17210971,1,0,1,0.9032099
ECK120034244 MIPAP REVERSE 1866506 STRONG,0.74520886,0.3103535,1,0,1,0.74520886
ECK120034271 MLAAP REVERSE 2465135 STRONG,0.99327224,0.97105765,1,1,1,0.99327224
ECK120009859 MOAAP1 FORWARD 816827 STRONG,0.87344646,0.7616492,1,1,1,0.87344646
ECK120009860 MOAAP2 FORWARD 816914 STRONG,0.9989718,0.9691985,1,1,1,0.9989718
ECK120015168 MOABP FORWARD 817977 STRONG,0.09274877,0.5146716,0,1,1,0.5146716
ECK120033222 MRAWP1 FORWARD 90010 STRONG,0.26250735,0.83096635,0,1,1,0.83096635
ECK120034329 MRCAP FORWARD 3522826 STRONG,0.99566144,0.59713966,1,1,1,0.99566144
ECK120034396 MRCBP FORWARD 164721 STRONG,0.6452438,0.35013792,1,0,1,0.6452438
ECK120030646 MREBP2 REVERSE 3401193 STRONG,0.6962301,0.17742188,1,0,1,0.6962301
ECK120034321 MSCLP FORWARD 3438001 STRONG,0.99884546,0.9991875,1,1,1,0.9991875
ECK120034303 MSCSP REVERSE 3069871 STRONG,0.99480116,0.9896841,1,1,1,0.99480116
ECK120010672 MSRAP REVERSE 4442261 STRONG,0.52605504,0.871779,1,1,1,0.871779
ECK120029974 MTRP1 REVERSE 3305932 STRONG,0.9198159,0.7128847,1,1,1,0.9198159
ECK120010084 MUTYP2 FORWARD 3102911 STRONG,0.74338335,0.42119277,1,0,1,0.74338335
ECK120034429 NADAP FORWARD 782061 STRONG,0.65875775,0.6293063,1,1,1,0.65875775
ECK120010101 NANCP REVERSE 4539928 STRONG,0.984982,0.12868728,1,0,1,0.984982
ECK120020520 NAPFP3 REVERSE 2303695 STRONG,0.9996191,0.992384,1,1,1,0.9996191
ECK125135049 NARQP FORWARD 2585577 STRONG,0.7255095,0.49703154,1,0,1,0.7255095
ECK120030794 NEPIP REVERSE 3841771 STRONG,0.6772463,0.8662144,1,1,1,0.8662144
ECK120020518 NFUAP1 FORWARD 3545596 STRONG,0.888621,0.3875058,1,0,1,0.888621
ECK120010758 NIKRP FORWARD 3618537 STRONG,0.99773836,0.958082,1,1,1,0.99773836
ECK120029973 NLPAP REVERSE 3840017 STRONG,0.9853532,0.68784016,1,1,1,0.9853532
ECK120010699 NMPCP REVERSE 576870 STRONG,0.76042825,0.8859688,1,1,1,0.8859688
ECK120029473 NORRP REVERSE 2832307 STRONG,0.7010071,0.96252626,1,1,1,0.96252626
ECK120020521 NSRRP FORWARD 4406044 STRONG,0.9869953,0.8488217,1,1,1,0.9869953
ECK120049218 OGTP REVERSE 1400284 STRONG,0.41294307,0.82474065,0,1,1,0.82474065
ECK120010573 OMPCP2 REVERSE 2312864 STRONG,0.99833906,0.89830035,1,1,1,0.99833906
ECK120010572 OMPCP3 REVERSE 2312887 STRONG,0.928693,0.45513833,1,0,1,0.928693
ECK120015406 OMPTP REVERSE 585665 STRONG,0.76170295,0.5185933,1,1,1,0.76170295
ECK120022344 OMPWP FORWARD 1313991 STRONG,0.9831518,0.91907346,1,1,1,0.9831518
ECK120022342 OMPXP2 FORWARD 850419 STRONG,0.98566365,0.99808383,1,1,1,0.99808383
ECK120021268 OMRAP REVERSE 2976189 STRONG,0.7455289,0.15699188,1,0,1,0.7455289
ECK120021267 OMRBP REVERSE 2976385 STRONG,0.99572766,0.93200284,1,1,1,0.99572766
ECK120010695 PAAZP REVERSE 1453670 STRONG,0.72126514,0.7941752,1,1,1,0.7941752
ECK120015404 PAGPP FORWARD 656526 STRONG,0.96022594,0.8517631,1,1,1,0.96022594
ECK120010353 PDXBP REVERSE 2437884 STRONG,0.55942166,0.38282543,1,0,1,0.55942166
ECK120010725 PDXJP REVERSE 2701813 STRONG,0.6369962,0.811108,1,1,1,0.811108
ECK120034276 PDXKP1 REVERSE 2537319 STRONG,0.9902721,0.9850036,1,1,1,0.9902721
ECK120010290 PEPDP1 REVERSE 255809 STRONG,0.90435416,0.91935694,1,1,1,0.91935694
ECK120034194 PEPNP FORWARD 990591 STRONG,0.9664715,0.9814279,1,1,1,0.9814279
ECK120020543 PEPTP FORWARD 1185823 STRONG,0.8023441,0.85151094,1,1,1,0.85151094
ECK120010465 PFLBP4 REVERSE 953851 STRONG,0.034864567,0.5214082,0,1,1,0.5214082
ECK120017002 PGAAP REVERSE 1092523 STRONG,0.7874996,0.72439855,1,1,1,0.7874996
ECK120010624 PHOHP2 FORWARD 1084938 STRONG,0.56938493,0.37968445,1,0,1,0.56938493
ECK120010745 PHOPP2 REVERSE 1190508 STRONG,0.9565785,0.6843571,1,1,1,0.9565785
ECK120020544 PITAP FORWARD 3637612 STRONG,0.93839,0.9094032,1,1,1,0.93839
ECK120034376 PMBAP FORWARD 4457945 STRONG,0.99680746,0.9813349,1,1,1,0.99680746
ECK120033260 POTFP2 FORWARD 893634 STRONG,0.6555172,0.5233,1,1,1,0.6555172
ECK120034375 PPAP REVERSE 4449686 STRONG,0.99868184,0.9771005,1,1,1,0.99868184
ECK120034344 PPICP REVERSE 3959841 STRONG,0.99806374,0.98563945,1,1,1,0.99806374
ECK120034327 PRKBP FORWARD 3484311 STRONG,0.96150553,0.9494486,1,1,1,0.96150553
ECK120034409 PROCP REVERSE 405686 STRONG,0.99456644,0.9909594,1,1,1,0.99456644
ECK120030791 PSRDP FORWARD 1146589 STRONG,0.91338766,0.30668485,1,0,1,0.91338766
ECK120034248 PTRBP REVERSE 1928865 STRONG,0.17935428,0.7650259,0,1,1,0.7650259
ECK120009861 PTSGP1 FORWARD 1157766 STRONG,0.8705895,0.62986493,1,1,1,0.8705895
ECK120034297 PYRGP REVERSE 2909713 STRONG,0.97614235,0.51594096,1,1,1,0.97614235
ECK120010373 PYRGP1 REVERSE 2909797 STRONG,0.22210518,0.69491684,0,1,1,0.69491684
ECK120010448 PYRLP1 REVERSE 4472745 STRONG,0.9333292,0.9733589,1,1,1,0.9733589
ECK120010447 PYRLP2 REVERSE 4472553 STRONG,0.9583313,0.7055966,1,1,1,0.9583313
ECK125135030 QMCAP REVERSE 515823 STRONG,0.9838194,0.85469,1,1,1,0.9838194
ECK120034360 QORP REVERSE 4264304 STRONG,0.8828796,0.88039917,1,1,1,0.8828796
ECK120010292 QUEAP FORWARD 424985 STRONG,0.998116,0.20686065,1,0,1,0.998116
ECK120034299 QUEFP FORWARD 2925321 STRONG,0.7191709,0.3763599,1,0,1,0.7191709
ECK120049217 QUEGP REVERSE 4394092 STRONG,0.9997894,0.9977354,1,1,1,0.9997894
ECK125165408 RALAP FORWARD 1413556 STRONG,0.7077533,0.9698756,1,1,1,0.9698756
ECK120034340 RAVAP REVERSE 3931128 STRONG,0.814035,0.017881142,1,0,1,0.814035
ECK120010404 RECFP1 REVERSE 3881841 STRONG,0.7347145,0.8692298,1,1,1,0.8692298
